Session start,Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Session end,Session source
2019-06-11 17:45,4,2,4,4,4,1,1,4,2,2019-06-11 17:47,kiosk
2019-06-11 17:45,1,1,1,1,1,4,4,2,4,2019-06-11 17:47,kiosk
2019-06-11 17:45,4,2,4,4,4,1,1,4,2,2019-06-11 18:15,kiosk
2019-06-11 20:49,3,2,3,2,1,3,2,2,4,2019-06-11 20:50,kiosk
2019-06-11 21:37,2,2,3,1,1,2,3,2,3,2019-06-11 21:38,kiosk
2019-06-11 17:45,1,1,1,1,1,4,4,2,4,2019-06-12 00:16,kiosk
2019-06-11 21:37,2,2,3,1,1,2,3,2,3,2019-06-12 00:16,kiosk
2019-06-12 01:48,4,2,4,1,1,3,4,2,2,2019-06-12 01:49,kiosk
2019-06-12 10:02,3,1,2,2,2,3,3,1,3,2019-06-12 10:03,kiosk
2019-06-12 11:57,2,2,3,1,1,3,3,2,3,2019-06-12 11:58,kiosk
2019-06-12 13:39,3,2,3,3,4,3,1,3,1,2019-06-12 13:41,kiosk
2019-06-12 13:50,2,1,2,2,2,3,3,1,4,2019-06-12 13:51,kiosk
2019-06-12 13:56,3,1,3,1,1,2,4,2,3,2019-06-12 13:57,kiosk
2019-06-12 14:32,2,1,2,1,2,3,3,1,4,2019-06-12 14:33,kiosk
2019-06-12 14:35,4,2,3,2,2,2,2,3,2,2019-06-12 14:37,kiosk
2019-06-12 14:35,2,2,2,1,1,4,3,1,4,2019-06-12 14:38,kiosk
2019-06-12 14:39,3,1,3,3,1,4,3,1,4,2019-06-12 14:40,kiosk
2019-06-12 14:39,3,2,3,4,1,2,2,2,4,2019-06-12 14:41,kiosk
2019-06-12 15:04,2,1,2,1,2,4,4,1,4,2019-06-12 15:06,kiosk
2019-06-12 15:35,1,2,2,1,1,2,4,1,2,2019-06-12 15:38,kiosk
2019-06-12 19:31,2,2,2,1,1,2,2,1,4,2019-06-12 19:34,kiosk
2019-06-12 19:34,,,,,,,,,,2019-06-12 19:36,kiosk
2019-06-12 19:57,4,2,3,3,2,3,2,2,3,2019-06-12 20:00,kiosk
2019-06-12 20:05,3,2,4,3,4,1,2,4,1,2019-06-12 20:06,kiosk
2019-06-12 20:05,2,1,4,3,4,4,1,4,1,2019-06-12 20:07,kiosk
2019-06-12 20:23,3,2,4,3,2,1,3,2,2,2019-06-12 20:25,kiosk
2019-06-12 20:31,2,2,2,2,1,2,3,1,2,2019-06-12 20:36,kiosk
2019-06-12 20:43,3,2,3,2,2,2,2,2,3,2019-06-12 20:45,kiosk
2019-06-12 23:15,1,2,3,4,3,1,1,4,2,2019-06-12 23:16,kiosk
2019-06-12 23:15,3,2,3,4,3,3,1,2,3,2019-06-12 23:19,kiosk
2019-06-12 23:15,3,2,3,4,3,3,1,2,3,2019-06-13 00:17,kiosk
2019-06-12 23:15,3,2,3,4,3,3,1,2,3,2019-06-13 09:58,kiosk
2019-06-13 12:43,3,2,3,3,4,3,2,4,4,2019-06-13 12:47,kiosk
2019-06-13 12:43,3,2,3,4,4,3,4,4,1,2019-06-13 12:47,kiosk
2019-06-13 13:35,2,1,3,2,1,3,2,2,2,2019-06-13 13:36,kiosk
2019-06-13 13:51,4,1,3,3,3,3,2,2,4,2019-06-13 13:52,kiosk
2019-06-13 14:01,4,3,2,4,3,3,1,4,4,2019-06-13 14:02,kiosk
2019-06-13 14:01,3,1,3,4,1,3,3,3,4,2019-06-13 14:03,kiosk
2019-06-13 15:25,,,,,,,,,,2019-06-13 15:27,kiosk
2019-06-13 16:42,3,2,3,4,3,3,3,3,1,2019-06-13 16:43,kiosk
2019-06-13 16:42,4,2,4,3,3,1,1,4,1,2019-06-13 16:43,kiosk
2019-06-13 17:42,4,3,4,3,2,3,3,3,2,2019-06-13 17:44,kiosk
2019-06-14 12:34,3,1,3,2,1,3,3,3,3,2019-06-14 12:37,kiosk
2019-06-14 16:05,3,1,3,4,4,4,4,3,1,2019-06-14 16:06,kiosk
2019-06-13 16:42,4,2,4,3,3,1,1,4,1,2019-06-14 21:02,kiosk
2019-06-16 11:36,2,2,4,2,3,2,3,4,1,2019-06-16 11:37,kiosk
2019-06-16 14:37,3,4,4,4,4,1,2,4,2,2019-06-16 14:39,kiosk
2019-06-16 19:49,3,2,2,2,2,3,2,2,4,2019-06-16 19:51,kiosk
2019-06-16 22:38,3,1,3,3,2,3,3,2,4,2019-06-16 22:40,kiosk
2019-06-17 01:00,4,2,3,3,1,2,2,2,2,2019-06-17 01:02,kiosk
2019-06-17 01:03,3,2,3,3,2,3,3,4,2,2019-06-17 01:05,kiosk
2019-06-16 14:37,3,4,4,4,4,1,2,4,2,2019-06-17 01:08,kiosk
2019-06-17 01:10,3,3,4,3,1,2,3,1,4,2019-06-17 01:12,kiosk
2019-06-17 04:12,3,3,3,3,4,2,3,4,2,2019-06-17 04:14,kiosk
2019-06-17 23:02,3,2,3,3,2,3,2,4,3,2019-06-17 23:05,kiosk
2019-06-17 23:34,2,1,3,1,1,4,3,1,4,2019-06-17 23:35,kiosk
2019-06-17 23:34,2,1,2,2,1,3,3,4,3,2019-06-17 23:36,kiosk
2019-06-18 00:26,4,2,4,4,2,2,1,4,2,2019-06-18 00:28,kiosk
2019-06-18 01:45,,,,,,,,,,2019-06-18 01:47,kiosk
2019-06-18 03:54,2,1,3,1,1,3,4,1,3,2019-06-18 03:56,kiosk
2019-06-18 04:43,3,1,3,3,1,2,3,1,1,2019-06-18 04:45,kiosk
2019-06-18 04:59,3,1,4,2,1,2,3,4,3,2019-06-18 05:00,kiosk
2019-06-18 04:59,3,2,3,3,2,3,2,3,4,2019-06-18 05:01,kiosk
2019-06-18 08:48,3,2,3,3,4,2,2,3,2,2019-06-18 08:49,kiosk
2019-06-18 12:49,2,2,3,2,3,2,3,2,3,2019-06-18 12:50,kiosk
2019-06-18 13:25,3,2,2,3,3,3,2,3,4,2019-06-18 13:28,kiosk
2019-06-18 13:25,3,2,2,3,3,3,2,3,4,2019-06-18 15:43,kiosk
2019-06-19 08:14,3,2,3,2,2,2,2,2,1,2019-06-19 08:15,kiosk
2019-06-19 08:14,4,2,3,4,2,1,1,4,1,2019-06-19 08:15,kiosk
2019-06-19 10:13,1,1,2,1,2,3,3,1,4,2019-06-19 10:14,kiosk
2019-06-19 12:57,,,,,,,,,,2019-06-19 12:59,kiosk
2019-06-19 14:04,2,1,2,1,1,3,3,1,2,2019-06-19 14:06,kiosk
2019-06-19 14:08,3,2,3,3,1,2,2,3,4,2019-06-19 14:09,kiosk
2019-06-19 14:08,3,1,3,2,3,3,4,1,4,2019-06-19 14:10,kiosk
2019-06-19 14:14,2,1,2,2,3,4,3,1,4,2019-06-19 14:16,kiosk
2019-06-19 14:33,4,1,3,4,2,3,2,2,2,2019-06-19 14:36,kiosk
2019-06-19 14:39,3,1,3,1,1,2,4,1,3,2019-06-19 14:41,kiosk
2019-06-19 15:55,3,4,2,2,1,2,3,3,3,2019-06-19 15:55,kiosk
2019-06-19 15:55,2,2,3,2,3,2,2,2,2,2019-06-19 15:56,kiosk
2019-06-19 16:14,3,2,4,3,3,1,1,4,2,2019-06-19 16:17,kiosk
2019-06-19 18:12,3,1,2,3,2,3,2,3,4,2019-06-19 18:14,kiosk
2019-06-19 19:23,3,2,3,1,2,3,3,2,4,2019-06-19 19:26,kiosk
2019-06-19 20:18,2,2,3,3,2,2,2,2,2,2019-06-19 20:20,kiosk
2019-06-20 03:22,2,2,3,1,2,3,2,3,3,2019-06-20 03:24,kiosk
2019-06-20 03:22,2,2,3,1,2,3,2,3,3,2019-06-20 03:59,kiosk
2019-06-20 09:15,3,2,2,3,2,3,3,2,4,2019-06-20 09:16,kiosk
2019-06-20 09:15,2,3,3,1,1,3,4,4,4,2019-06-20 09:17,kiosk
2019-06-20 09:17,2,1,1,1,1,4,4,1,4,2019-06-20 09:18,kiosk
2019-06-20 10:37,2,1,3,1,1,1,4,1,1,2019-06-20 10:39,kiosk
2019-06-20 10:38,2,1,3,3,2,1,,,,2019-06-20 10:39,kiosk
2019-06-20 10:58,4,2,2,3,2,3,2,2,4,2019-06-20 11:00,kiosk
2019-06-20 11:06,2,1,2,1,2,3,3,1,4,2019-06-20 11:07,kiosk
2019-06-20 11:37,2,2,3,3,3,3,3,1,4,2019-06-20 11:38,kiosk
2019-06-20 12:28,3,2,2,4,1,3,2,2,4,2019-06-20 12:29,kiosk
2019-06-20 13:31,3,,,,,,,,,2019-06-20 13:34,kiosk
2019-06-20 21:44,4,2,4,2,2,3,2,4,2,2019-06-20 21:45,kiosk
2019-06-20 21:44,4,2,4,2,2,3,2,4,2,2019-06-21 10:39,kiosk
2019-06-21 10:46,3,3,3,2,2,3,3,1,3,2019-06-21 10:48,kiosk
2019-06-21 12:45,3,1,3,2,2,2,2,3,3,2019-06-21 12:47,kiosk
2019-06-21 14:28,3,2,3,3,2,3,2,4,3,2019-06-21 14:30,kiosk
2019-06-20 21:44,4,2,4,2,2,3,2,4,2,2019-06-21 18:48,kiosk
2019-06-21 19:11,2,1,2,1,1,3,3,1,4,2019-06-21 19:12,kiosk
2019-06-21 19:14,2,2,3,2,2,2,2,1,2,2019-06-21 19:17,kiosk
2019-06-21 19:43,3,2,4,3,2,1,3,3,3,2019-06-21 19:44,kiosk
2019-06-22 00:52,3,1,2,4,1,3,3,1,4,2019-06-22 00:54,kiosk
2019-06-22 04:17,,,,,,,,,,2019-06-22 04:19,kiosk
2019-06-22 23:51,4,2,4,2,2,1,2,2,2,2019-06-22 23:53,kiosk
2019-06-24 09:59,4,3,,,,,,,,2019-06-24 10:00,kiosk
2019-06-24 10:08,2,1,1,3,2,2,3,1,4,2019-06-24 10:09,kiosk
2019-06-24 13:56,3,2,3,4,3,3,2,2,2,2019-06-24 13:57,kiosk
2019-06-24 14:22,4,2,3,4,3,1,2,2,1,2019-06-24 14:23,kiosk
2019-06-24 14:22,4,2,3,4,3,1,2,2,1,2019-06-24 15:18,kiosk
2019-06-24 18:23,2,2,3,1,2,1,2,4,1,2019-06-24 18:24,kiosk
2019-06-24 18:35,3,1,3,2,2,3,4,1,2,2019-06-24 18:38,kiosk
2019-06-25 00:33,4,3,4,4,2,2,3,2,3,2019-06-25 00:35,kiosk
2019-06-25 00:33,4,3,4,4,2,2,3,2,3,2019-06-25 13:16,kiosk
2019-06-25 13:30,2,1,3,1,1,3,3,1,4,2019-06-25 13:31,kiosk
2019-06-25 18:44,3,1,2,4,1,4,4,1,4,2019-06-25 18:46,kiosk
2019-06-26 14:41,2,1,3,3,1,3,3,1,4,2019-06-26 14:44,kiosk
2019-06-26 14:44,3,2,3,3,2,2,2,3,3,2019-06-26 14:45,kiosk
2019-06-26 14:50,2,2,2,2,2,4,4,1,4,2019-06-26 14:51,kiosk
2019-06-26 14:51,3,2,3,4,2,3,4,2,4,2019-06-26 14:53,kiosk
2019-06-26 14:56,3,1,3,2,1,3,3,1,4,2019-06-26 14:57,kiosk
2019-06-26 14:58,3,2,3,2,2,2,3,1,4,2019-06-26 14:59,kiosk
2019-06-26 14:59,3,1,3,1,1,3,3,3,3,2019-06-26 15:00,kiosk
2019-06-26 15:06,3,2,3,2,1,3,4,1,4,2019-06-26 15:08,kiosk
2019-06-26 15:45,2,2,2,2,1,3,4,1,4,2019-06-26 15:47,kiosk
2019-06-26 15:45,2,2,2,2,1,3,4,1,4,2019-06-26 15:49,kiosk
2019-06-26 15:45,2,2,2,2,1,3,4,1,4,2019-06-26 16:05,kiosk
2019-06-26 16:11,3,1,3,3,3,2,2,3,3,2019-06-26 16:15,kiosk
2019-06-26 16:51,3,1,2,1,2,3,4,1,4,2019-06-26 16:53,kiosk
2019-06-26 19:02,2,2,4,2,2,3,3,4,3,2019-06-26 19:03,kiosk
2019-06-26 19:41,2,1,2,1,2,1,2,4,3,2019-06-26 19:45,kiosk
2019-06-26 19:47,1,1,3,2,1,3,3,1,2,2019-06-26 19:48,kiosk
2019-06-26 22:01,4,1,3,4,3,3,2,3,3,2019-06-26 22:03,kiosk
2019-06-26 22:01,4,1,3,4,3,3,2,3,3,2019-06-26 23:41,kiosk
2019-06-26 22:01,4,1,3,4,3,3,2,3,3,2019-06-27 01:45,kiosk
2019-07-04 15:33,,,,,,,,,,2019-07-04 15:35,kiosk
2019-07-06 21:34,3,2,3,1,2,4,2,2,4,2019-07-06 21:36,kiosk
2019-07-08 06:45,3,1,3,2,2,3,3,1,4,2019-07-08 06:47,kiosk
2019-07-09 03:51,4,2,4,4,3,1,1,3,3,2019-07-09 03:53,kiosk
2019-07-09 03:54,3,2,3,1,2,2,3,2,3,2019-07-09 03:56,kiosk
2019-07-09 14:54,3,1,3,3,2,3,,,,2019-07-09 14:56,kiosk
2019-07-09 15:33,4,2,3,3,2,3,3,2,1,2019-07-09 15:34,kiosk
2019-07-09 15:33,4,2,3,3,2,3,3,2,1,2019-07-09 20:58,kiosk
2019-07-09 22:13,3,3,3,2,2,3,2,3,2,2019-07-09 22:15,kiosk
2019-07-09 22:14,4,3,4,4,3,2,3,4,1,2019-07-09 22:18,kiosk
2019-07-09 22:18,1,1,4,1,1,3,3,1,3,2019-07-09 22:20,kiosk
2019-07-09 22:20,3,2,3,3,3,2,2,4,3,2019-07-09 22:22,kiosk
2019-07-09 22:21,3,2,4,4,2,2,2,4,2,2019-07-09 22:23,kiosk
2019-07-09 22:22,3,1,3,3,3,3,2,2,2,2019-07-09 22:24,kiosk
2019-07-09 22:32,3,3,3,3,1,3,3,2,3,2019-07-09 22:34,kiosk
2019-07-09 22:49,4,2,4,3,2,2,2,3,2,2019-07-09 22:51,kiosk
2019-07-09 23:02,1,1,1,1,1,4,3,1,4,2019-07-09 23:03,kiosk
2019-07-09 23:03,4,3,3,3,2,4,1,2,3,2019-07-09 23:05,kiosk
2019-07-09 23:16,2,2,3,1,1,3,3,1,4,2019-07-09 23:17,kiosk
2019-07-09 23:31,3,2,4,3,2,2,2,2,3,2019-07-09 23:32,kiosk
2019-07-09 23:31,3,2,3,2,1,3,2,3,4,2019-07-09 23:32,kiosk
2019-07-09 23:38,4,3,4,3,3,3,1,3,1,2019-07-09 23:39,kiosk
2019-07-09 23:36,3,2,4,1,2,3,1,2,2,2019-07-09 23:40,kiosk
2019-07-09 23:47,3,2,2,1,2,4,3,2,3,2019-07-09 23:49,kiosk
2019-07-09 23:48,,,,,,,,,,2019-07-09 23:50,kiosk
2019-07-10 00:31,,,,,,,,,,2019-07-10 00:33,kiosk
2019-07-10 02:12,3,1,2,2,2,3,2,3,2,2019-07-10 02:14,kiosk
2019-07-10 02:47,2,2,3,3,4,2,1,4,1,2019-07-10 02:49,kiosk
2019-07-10 02:47,3,2,3,2,2,1,2,3,4,2019-07-10 02:50,kiosk
2019-07-10 02:50,2,2,2,1,1,3,3,2,1,2019-07-10 02:52,kiosk
2019-07-10 09:37,2,1,3,2,1,3,3,2,4,2019-07-10 09:39,kiosk
2019-07-10 09:38,3,2,2,1,2,3,3,1,4,2019-07-10 09:40,kiosk
2019-07-10 14:01,3,3,3,2,4,1,3,2,3,2019-07-10 14:03,kiosk
2019-07-10 18:11,3,2,4,3,2,2,2,3,2,2019-07-10 18:12,kiosk
2019-07-10 20:37,,,,,,,,,,2019-07-10 20:39,kiosk
2019-07-10 21:11,3,2,4,3,2,1,4,2,2,2019-07-10 21:14,kiosk
2019-07-10 21:33,1,2,2,1,1,2,3,2,4,2019-07-10 21:38,kiosk
2019-07-10 22:14,2,3,2,3,1,3,3,1,4,2019-07-10 22:17,kiosk
2019-07-10 22:14,4,3,4,4,2,1,2,4,4,2019-07-10 22:17,kiosk
2019-07-10 23:03,2,3,2,2,1,3,1,1,3,2019-07-10 23:05,kiosk
2019-07-10 23:48,3,1,1,1,2,3,3,2,2,2019-07-10 23:50,kiosk
2019-07-10 23:53,3,2,4,3,2,2,4,4,2,2019-07-10 23:55,kiosk
2019-07-10 23:55,3,1,4,3,3,2,2,3,1,2019-07-10 23:57,kiosk
2019-07-10 23:55,,,,,,,,,,2019-07-10 23:58,kiosk
2019-07-11 00:17,3,2,3,1,1,4,3,2,3,2019-07-11 00:18,kiosk
2019-07-11 00:17,4,2,4,4,4,1,1,4,1,2019-07-11 00:19,kiosk
2019-07-11 00:19,4,3,4,2,2,1,3,3,1,2019-07-11 00:22,kiosk
2019-07-11 00:19,3,2,4,2,1,2,3,3,4,2019-07-11 00:22,kiosk
2019-07-11 00:25,2,1,4,1,1,3,1,2,2,2019-07-11 00:27,kiosk
2019-07-11 00:24,3,2,3,1,1,2,3,2,4,2019-07-11 00:27,kiosk
2019-07-11 00:29,3,3,4,2,1,3,3,2,3,2019-07-11 00:30,kiosk
2019-07-11 00:31,4,3,3,3,3,2,2,2,2,2019-07-11 00:32,kiosk
2019-07-11 02:15,2,1,2,1,2,3,3,1,4,2019-07-11 02:17,kiosk
2019-07-11 02:28,2,1,2,1,1,3,3,1,4,2019-07-11 02:31,kiosk
2019-07-11 02:54,3,2,4,1,1,1,2,1,1,2019-07-11 02:57,kiosk
2019-07-11 03:02,2,1,2,1,1,3,2,1,1,2019-07-11 03:04,kiosk
2019-07-11 03:04,2,3,4,4,2,1,2,3,2,2019-07-11 03:05,kiosk
2019-07-11 05:46,3,2,3,2,2,3,3,2,2,2019-07-11 05:48,kiosk
2019-07-11 05:46,3,2,4,1,1,1,4,1,3,2019-07-11 05:49,kiosk
2019-07-11 05:50,1,1,3,1,1,1,4,1,1,2019-07-11 05:51,kiosk
2019-07-11 05:51,1,1,1,1,4,3,3,1,1,2019-07-11 05:54,kiosk
2019-07-11 21:54,,,,,,,,,,2019-07-11 21:54,kiosk
2019-07-11 22:10,3,2,3,3,2,2,2,4,2,2019-07-11 22:12,kiosk
2019-07-11 22:11,3,2,3,2,2,2,2,2,3,2019-07-11 22:12,kiosk
2019-07-11 22:14,1,2,3,2,2,3,3,2,3,2019-07-11 22:16,kiosk
2019-07-11 22:21,4,3,4,4,3,1,1,4,1,2019-07-11 22:23,kiosk
2019-07-11 22:21,1,2,3,2,3,1,2,3,3,2019-07-11 22:23,kiosk
2019-07-11 22:21,4,3,4,4,3,1,1,4,1,2019-07-11 22:32,kiosk
2019-07-11 22:55,2,1,1,1,1,3,3,1,4,2019-07-11 22:57,kiosk
2019-07-11 22:55,2,2,3,2,1,2,2,3,3,2019-07-11 22:57,kiosk
2019-07-11 22:58,3,2,4,2,4,3,2,4,2,2019-07-11 23:01,kiosk
2019-07-11 23:13,3,1,3,3,2,3,3,3,4,2019-07-11 23:14,kiosk
2019-07-11 22:55,2,2,3,2,1,2,2,3,3,2019-07-12 00:33,kiosk
2019-07-24 19:54,3,2,3,2,2,3,3,1,4,2019-07-24 19:56,kiosk
2019-07-24 20:32,2,1,2,1,3,3,3,1,4,2019-07-24 20:34,kiosk
2019-07-24 22:43,3,2,3,2,3,2,4,2,2,2019-07-24 22:47,kiosk
2019-07-24 23:38,3,2,3,4,2,2,2,2,3,2019-07-24 23:39,kiosk
2019-07-25 01:00,,,,,,,,,,2019-07-25 01:02,kiosk
2019-07-25 01:30,1,1,1,1,1,3,3,2,4,2019-07-25 01:31,kiosk
2019-07-25 01:50,4,3,4,3,2,1,2,3,2,2019-07-25 01:53,kiosk
2019-07-25 02:05,3,4,3,3,4,3,3,2,4,2019-07-25 02:07,kiosk
2019-07-25 19:43,2,1,3,2,1,3,2,1,3,2019-07-25 19:45,kiosk
2019-07-25 20:46,2,1,,,,,,,,2019-07-25 20:46,kiosk
2019-07-26 00:48,2,1,3,2,2,3,3,2,3,2019-07-26 00:49,kiosk
2019-07-26 05:21,3,1,3,2,2,2,3,2,3,2019-07-26 05:22,kiosk
2019-07-26 05:25,3,2,,,,,,,,2019-07-26 05:25,kiosk
2019-07-26 05:23,3,3,3,2,2,3,3,3,3,2019-07-26 05:25,kiosk
2019-07-26 05:25,3,2,3,2,2,2,4,1,4,2019-07-26 05:26,kiosk
2019-07-26 05:23,3,2,3,3,2,2,2,3,3,2019-07-26 05:27,kiosk
2019-08-14 12:43,1,1,1,1,1,1,1,1,1,2019-08-14 12:44,kiosk
2019-08-14 12:45,4,4,4,4,4,4,4,4,4,2019-08-14 12:46,kiosk
2019-08-14 12:54,1,1,1,,,,,,,2019-08-14 12:55,kiosk
2019-08-14 14:24,1,1,1,1,1,3,4,1,4,2019-08-14 14:24,kiosk
2019-08-14 14:24,1,1,1,1,1,4,4,1,4,2019-08-14 14:25,kiosk
